city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,140,3,3,1,1,acept,not furnished,0,"1,750",79,23,"1,852"
1,92,3,2,2,8,acept,not furnished,960,"3,300",318,42,"4,620"
1,71,3,4,0,-,acept,not furnished,0,"4,000",0,61,"4,061"
1,160,3,3,2,3,acept,not furnished,"2,200","10,500",505,134,"13,340"
1,92,2,2,2,17,acept,furnished,840,"2,288",0,10,"3,138"
1,500,5,7,7,-,acept,not furnished,0,"11,500","5,500",173,"17,170"
1,270,3,4,2,13,acept,not furnished,"2,000","9,000",834,115,"11,950"
1,296,4,5,5,4,acept,furnished,"4,300","12,900","2,105",164,"19,470"
1,151,3,4,3,15,acept,not furnished,860,"5,852",520,75,"7,307"
1,308,4,4,3,1,acept,not furnished,"4,780","15,000","1,917",191,"21,890"
1,50,2,1,1,7,not acept,not furnished,800,"3,500",200,45,"4,545"
1,60,2,1,0,3,acept,not furnished,400,"1,000",0,13,"1,413"
1,25,1,1,0,-,acept,not furnished,20,"1,200",25,19,"1,264"
1,120,4,4,4,-,acept,not furnished,Incluso,"4,500",0,68,"4,568"
0,42,2,1,1,3,not acept,not furnished,400,600,15,8,"1,023"
1,97,3,2,2,12,acept,not furnished,800,"2,900",275,37,"4,012"
1,110,3,2,1,5,acept,furnished,"1,217","3,600",215,46,"5,078"
0,56,2,1,1,5,acept,not furnished,340,"1,400",57,18,"1,815"
1,140,2,2,1,3,not acept,not furnished,"1,882","3,000",190,39,"5,111"
1,84,3,2,2,10,acept,furnished,680,"3,000",67,39,"3,786"
1,31,1,1,1,4,acept,not furnished,169,"2,625",84,34,"2,912"
1,60,2,1,0,-,not acept,not furnished,0,"1,000",34,16,"1,050"
1,146,3,4,3,19,not acept,not furnished,"1,800","9,000",334,115,"11,250"
1,90,2,2,1,-,acept,not furnished,0,"2,500",274,38,"2,812"
1,65,2,1,1,1,acept,not furnished,950,"1,950",213,25,"3,138"
1,80,2,1,0,-,acept,not furnished,0,"1,200",67,19,"1,286"
1,22,1,1,1,8,acept,furnished,587,"4,500",150,58,"5,295"
0,50,2,1,1,-,not acept,not furnished,Sem info,"1,120",277,15,"1,412"
1,108,3,2,2,9,not acept,furnished,850,"4,500",459,58,"5,867"
1,32,1,1,0,13,acept,not furnished,258,"1,029",Incluso,17,"1,304"
1,51,1,1,1,7,acept,furnished,299,"2,782",0,11,"3,092"
1,37,1,1,1,4,acept,not furnished,500,"1,500",150,20,"2,170"
1,142,3,5,2,2,acept,furnished,"1,200","5,100",550,65,"6,915"
1,220,3,4,3,1,acept,not furnished,"2,750","5,800","1,040",74,"9,664"
1,300,3,4,1,15,not acept,not furnished,"2,902","12,000",521,153,"15,580"
1,40,1,1,0,8,not acept,not furnished,441,"1,150",0,15,"1,606"
1,45,2,1,1,2,not acept,furnished,"1,300","3,300",167,42,"4,809"
1,22,1,1,0,-,not acept,not furnished,0,870,0,14,884
1,78,3,2,1,2,not acept,not furnished,951,"1,900",205,25,"3,081"
1,280,3,4,3,3,acept,not furnished,"1,717","5,200",250,66,"7,233"
1,200,4,3,2,-,acept,not furnished,0,"6,660",575,101,"7,336"
0,65,1,1,1,12,acept,not furnished,514,980,86,13,"1,593"
1,330,4,3,0,-,acept,not furnished,0,"9,800",750,148,"10,700"
1,100,2,2,0,1,acept,not furnished,900,"2,000",63,26,"2,989"
1,155,3,3,3,3,not acept,not furnished,"2,035","7,500",878,96,"10,510"
1,180,3,3,1,-,acept,furnished,"1,400","6,800",0,87,"8,287"
1,46,1,1,1,9,acept,not furnished,500,"2,200",35,28,"2,763"
1,168,3,4,3,10,acept,furnished,"1,900","7,300","1,000",93,"10,290"
1,140,3,2,1,8,not acept,not furnished,"1,500","4,000",217,51,"5,768"
1,120,3,2,2,-,acept,not furnished,Sem info,"5,000",250,76,"5,326"
0,100,3,2,0,2,not acept,not furnished,815,808,81,11,"1,715"
1,260,3,4,3,-,acept,not furnished,0,"5,000",393,47,"5,440"
1,40,1,1,0,-,acept,not furnished,Sem info,650,17,10,677
1,80,2,2,1,4,acept,not furnished,800,"3,647",157,47,"4,651"
1,200,3,5,3,-,acept,not furnished,0,"2,950",250,45,"3,245"
1,75,3,1,1,8,not acept,not furnished,980,"2,350",99,30,"3,459"
1,360,4,5,4,2,acept,furnished,"5,420","12,750","2,779",162,"21,110"
1,270,3,2,2,15,acept,not furnished,"2,168","10,000",407,127,"12,700"
0,45,1,1,0,-,not acept,not furnished,0,700,25,11,736
1,177,3,3,3,4,not acept,not furnished,"4,500","8,500","1,250",108,"14,360"
0,104,2,2,2,8,acept,not furnished,"1,175","3,805",264,49,"5,293"
1,30,1,1,0,18,not acept,not furnished,590,980,0,13,"1,583"
1,170,3,2,1,14,not acept,not furnished,"1,050","4,500",263,58,"5,871"
1,58,2,2,1,14,acept,not furnished,480,"2,300",88,30,"2,898"
1,47,2,1,1,16,acept,not furnished,450,"1,350",0,18,"1,818"
0,53,1,1,1,8,not acept,not furnished,550,650,36,9,"1,245"
1,75,2,1,1,-,acept,not furnished,0,"2,450",0,37,"2,487"
1,22,1,1,0,25,acept,not furnished,472,"2,200",55,28,"2,755"
1,76,2,1,1,-,acept,not furnished,0,"2,000",45,31,"2,076"
1,40,1,1,1,8,acept,furnished,651,"2,300",90,30,"3,071"
1,260,4,4,4,8,acept,not furnished,"3,150","10,000","1,163",127,"14,440"
1,51,2,1,1,9,acept,not furnished,450,"2,500",17,32,"2,999"
1,64,2,2,1,19,acept,furnished,450,"2,200",21,28,"2,699"
1,115,2,1,0,5,acept,not furnished,"1,500","2,200",67,28,"3,795"
1,110,2,2,1,-,acept,not furnished,0,"2,200",192,34,"2,426"
1,140,3,2,1,6,not acept,not furnished,"1,740","2,500",340,32,"4,612"
1,45,2,1,1,11,acept,not furnished,380,"1,598",0,21,"1,999"
1,199,3,4,5,17,acept,furnished,"2,800","4,000","1,500",51,"8,351"
1,180,3,4,1,10,acept,not furnished,"1,400","6,900",342,88,"8,730"
1,113,3,2,2,-,acept,not furnished,0,"2,990",22,45,"3,057"
0,75,2,2,1,11,acept,not furnished,500,"1,189",75,16,"1,780"
1,93,3,3,2,1,acept,not furnished,950,"2,275",584,29,"3,838"
1,68,2,1,1,4,acept,not furnished,626,"1,200",0,16,"1,842"
0,200,3,4,5,-,not acept,not furnished,850,"4,300",84,65,"5,299"
1,118,3,3,2,6,acept,not furnished,"1,200","3,500",534,45,"5,279"
1,318,4,6,4,-,not acept,not furnished,"2,500","12,000",334,153,"14,990"
1,170,3,3,4,-,acept,not furnished,Sem info,"3,500",222,53,"3,775"
0,250,3,3,2,1,acept,not furnished,"2,200","1,700",256,22,"4,178"
1,50,2,1,1,-,acept,not furnished,510,"1,100",50,14,"1,674"
1,50,2,1,1,7,not acept,not furnished,347,"1,500",0,20,"1,867"
1,30,1,1,1,15,not acept,furnished,668,"3,500",127,45,"4,340"
0,94,3,2,2,2,acept,not furnished,650,"3,500",209,45,"4,404"
1,50,1,1,0,5,acept,not furnished,375,"1,850",0,24,"2,249"
1,114,3,5,3,3,acept,not furnished,"2,600","3,800",857,49,"7,306"
1,65,3,2,1,5,acept,not furnished,526,"2,230",21,29,"2,806"
1,200,3,5,4,6,acept,not furnished,"1,970","1,720",959,22,"4,671"
1,265,4,4,4,-,acept,not furnished,0,"6,000",177,91,"6,268"
1,75,3,3,2,10,acept,not furnished,865,"2,000",192,26,"3,083"
1,68,2,2,1,8,not acept,not furnished,600,"2,400",125,31,"3,156"
1,150,3,2,0,-,acept,not furnished,Sem info,"4,000",24,61,"4,085"
1,208,3,3,3,13,acept,not furnished,"2,204","5,960",641,76,"8,881"
1,300,2,2,2,-,acept,not furnished,0,"2,700",300,41,"3,041"
0,620,5,6,4,17,acept,not furnished,"7,400","5,850","1,200",75,"14,530"
1,92,3,2,2,10,acept,not furnished,990,"3,500",317,45,"4,852"
1,200,3,2,2,-,acept,not furnished,Sem info,"4,500",250,68,"4,818"
1,108,3,2,1,14,acept,not furnished,"1,714","5,000",127,64,"6,905"
1,190,4,4,2,-,acept,not furnished,0,"3,500",315,53,"3,868"
0,87,3,2,1,12,acept,furnished,870,"1,450",100,19,"2,439"
1,80,2,1,1,6,acept,not furnished,800,"1,275",0,17,"2,092"
1,270,4,3,3,2,acept,not furnished,"3,260","6,000",550,77,"9,887"
1,170,3,2,1,17,acept,not furnished,"1,600","4,950",264,63,"6,877"
1,198,4,2,0,-,acept,not furnished,0,"4,000",500,61,"4,561"
0,55,1,1,0,1,acept,not furnished,260,716,12,10,998
1,34,1,1,0,-,acept,not furnished,182,"1,331",0,17,"1,530"
1,50,2,1,0,14,acept,not furnished,270,"1,890",0,24,"2,184"
1,68,2,1,1,4,acept,furnished,"1,164","2,093",97,27,"3,381"
1,290,4,4,0,-,acept,not furnished,0,"6,800","1,100",103,"8,003"
1,25,1,1,0,1,not acept,not furnished,0,"1,050",84,14,"1,148"
1,240,4,4,3,9,acept,not furnished,"2,500","2,144",834,28,"5,506"
1,43,1,1,0,6,not acept,not furnished,350,"1,080",57,14,"1,501"
1,150,3,1,0,3,not acept,not furnished,200,"4,300",12,55,"4,567"
1,20,1,1,0,1,acept,furnished,602,"1,800",130,23,"2,555"
1,48,1,1,0,-,not acept,not furnished,0,"1,100",9,17,"1,126"
1,130,3,1,2,-,acept,not furnished,0,"3,800",130,58,"3,988"
1,36,1,1,0,11,acept,not furnished,392,"2,300",84,30,"2,806"
1,90,2,1,2,-,acept,not furnished,Sem info,"1,560",225,24,"1,809"
1,49,2,1,1,6,acept,not furnished,277,"2,100",104,27,"2,508"
0,70,1,1,1,4,acept,not furnished,270,870,9,12,"1,161"
1,315,4,4,2,14,acept,not furnished,"3,500","7,450",0,95,"11,050"
1,270,4,4,4,8,acept,not furnished,"2,200","7,000","1,500",89,"10,790"
1,75,3,2,1,1,not acept,furnished,880,"5,700",123,73,"6,776"
1,80,3,3,2,4,acept,furnished,"1,374","2,100",283,27,"3,784"
0,233,3,1,1,-,acept,not furnished,0,"2,700",239,41,"2,980"
1,40,1,1,0,3,acept,furnished,350,"1,840",40,24,"2,254"
1,107,2,4,2,2,not acept,not furnished,"1,800","11,000",417,140,"13,360"
1,50,2,1,1,1,not acept,not furnished,765,"2,650",25,34,"3,474"
1,113,2,1,1,5,acept,not furnished,"1,000","3,000",50,39,"4,089"
0,52,1,1,1,3,acept,furnished,730,"3,000",59,39,"3,828"
1,170,4,4,3,12,acept,furnished,"4,000","1,440",834,19,"6,293"
1,140,3,3,2,6,acept,not furnished,"2,420","2,580","1,000",33,"6,033"
1,34,1,1,1,14,acept,not furnished,497,"2,800",81,36,"3,414"
1,90,3,2,2,3,acept,not furnished,"1,100","2,450",117,32,"3,699"
1,197,3,2,1,18,acept,not furnished,"1,800","5,500",209,70,"7,579"
0,146,2,1,1,8,acept,not furnished,730,"1,620",128,21,"2,499"
1,30,1,1,1,9,not acept,not furnished,Sem info,"3,000",0,39,"3,039"
1,132,3,2,2,-,acept,not furnished,0,"3,800",52,58,"3,910"
1,45,1,1,1,10,not acept,furnished,"1,600","1,800",177,23,"3,600"
1,80,2,2,0,3,not acept,not furnished,931,"2,700",0,35,"3,666"
1,161,4,3,3,-,acept,not furnished,0,"3,600",300,46,"3,946"
1,300,2,3,2,1,acept,not furnished,"7,000","4,180","1,834",53,"13,070"
1,450,3,4,2,3,acept,not furnished,"4,187","15,000","1,450",191,"20,830"
1,112,3,3,2,11,not acept,not furnished,"1,661","3,616",209,13,"5,499"
1,192,4,5,4,11,not acept,furnished,"2,800","15,000",90,191,"18,080"
1,100,1,4,1,-,acept,not furnished,0,"11,000",250,166,"11,420"
1,300,4,5,8,-,acept,furnished,0,"12,000",917,181,"13,100"
1,42,1,1,0,2,acept,not furnished,530,"2,800",0,36,"3,366"
1,45,1,1,0,9,acept,furnished,399,"1,480",0,19,"1,898"
0,245,4,3,2,9,acept,not furnished,"2,100","10,500",167,134,"12,900"
1,60,1,1,0,-,not acept,not furnished,0,"1,600",192,25,"1,817"
1,100,1,2,0,-,not acept,not furnished,"4,320","3,100",0,40,"7,460"
0,210,6,3,0,-,acept,not furnished,0,"4,200",0,64,"4,264"
1,160,3,3,2,8,acept,not furnished,"2,000","5,000",570,64,"7,634"
1,68,2,1,1,1,acept,not furnished,350,"1,600",0,21,"1,971"
1,52,2,1,1,17,acept,not furnished,540,"1,100",45,14,"1,699"
1,40,1,1,0,-,not acept,not furnished,Incluso,750,0,12,762
1,232,3,4,2,-,acept,not furnished,0,"3,820",60,58,"3,938"
1,42,1,1,1,27,not acept,not furnished,560,"5,300",100,68,"6,028"
1,172,3,4,3,5,acept,not furnished,"1,650","9,000",900,115,"11,670"
0,30,1,1,0,7,acept,not furnished,349,500,15,7,871
1,59,2,1,0,15,acept,not furnished,542,"1,750",0,23,"2,315"
1,50,2,2,1,12,acept,not furnished,480,"1,722",100,22,"2,324"
0,49,2,1,1,2,acept,not furnished,390,"1,450",57,19,"1,916"
1,216,4,2,2,2,acept,not furnished,"2,300","10,000",719,127,"13,150"
1,127,1,1,2,28,not acept,furnished,"1,460","12,500",426,159,"14,550"
1,226,4,4,4,2,acept,not furnished,"2,850","3,000","2,488",39,"8,377"
0,76,2,1,0,1,acept,not furnished,300,700,100,9,"1,109"
1,50,2,1,1,4,acept,not furnished,470,"1,040",30,14,"1,554"
1,170,3,4,3,21,acept,not furnished,"1,500","5,000",450,64,"7,014"
1,70,2,2,0,2,acept,furnished,"1,439","5,500",315,70,"7,324"
1,167,3,3,3,19,acept,furnished,"1,500","2,800",542,36,"4,878"
1,450,4,2,3,-,acept,not furnished,0,"13,000","1,000",196,"14,200"
0,90,3,1,1,1,acept,not furnished,"1,000",960,83,13,"2,056"
1,89,2,2,2,1,acept,furnished,879,"3,327",242,43,"4,491"
1,61,3,2,1,4,acept,not furnished,550,"3,000",117,39,"3,706"
1,100,2,2,5,-,acept,not furnished,0,"6,800",667,103,"7,570"
1,180,3,2,1,23,acept,not furnished,"1,850","7,000",299,89,"9,238"
1,39,1,1,0,3,acept,furnished,350,"1,700",0,22,"2,072"
0,73,3,1,1,4,acept,not furnished,308,850,46,11,"1,215"
1,90,2,3,0,-,acept,not furnished,0,"3,400",0,52,"3,452"
0,231,3,5,4,4,acept,furnished,"2,200","12,000",642,153,"15,000"
1,250,5,2,6,-,acept,not furnished,0,"9,000","1,417",136,"10,550"
1,20,1,1,0,6,acept,furnished,602,"1,800",130,23,"2,555"
0,300,4,5,2,-,acept,not furnished,0,"6,000",0,91,"6,091"
1,42,1,1,0,1,acept,not furnished,150,"1,000",100,13,"1,263"
1,280,4,4,3,2,acept,furnished,"3,000","4,000",984,51,"8,035"
0,44,2,1,1,4,acept,furnished,310,"1,800",34,23,"2,167"
1,64,2,2,1,13,acept,not furnished,400,"2,600",15,33,"3,048"
1,218,3,2,2,6,not acept,not furnished,"2,000","7,800",550,99,"10,450"
1,140,2,1,3,-,acept,not furnished,0,"2,500",194,38,"2,732"
1,86,2,1,1,-,acept,not furnished,0,"2,200",110,34,"2,344"
1,100,2,2,1,-,acept,not furnished,0,"2,000",88,31,"2,119"
1,50,1,1,0,2,not acept,not furnished,150,720,0,10,880
1,128,2,3,2,5,not acept,not furnished,"1,500","15,000",534,191,"17,230"
1,45,1,1,2,8,acept,not furnished,695,"1,800",170,23,"2,688"
1,180,3,2,4,-,acept,not furnished,0,"3,600",0,55,"3,655"
1,350,4,3,4,-,acept,not furnished,0,"4,000",209,61,"4,270"
1,54,2,2,1,6,not acept,not furnished,500,"2,300",167,30,"2,997"
1,60,2,2,1,11,acept,not furnished,647,"4,000",21,51,"4,719"
1,200,2,1,0,-,acept,not furnished,Incluso,"2,800",291,43,"3,134"
1,520,3,4,3,-,acept,furnished,0,"7,000",645,106,"7,751"
1,112,3,2,1,8,acept,not furnished,810,"3,850",98,49,"4,807"
1,104,3,2,1,-,not acept,not furnished,0,"7,500",267,113,"7,880"
1,90,1,1,0,1,not acept,not furnished,200,"1,550",167,20,"1,937"
1,273,3,2,5,-,not acept,not furnished,0,"2,750",215,42,"3,007"
1,74,2,2,0,10,acept,not furnished,610,"1,650",0,21,"2,281"
1,40,1,1,1,8,not acept,not furnished,800,"1,675",50,22,"2,547"
1,120,3,3,2,-,acept,not furnished,0,"2,580",0,39,"2,619"
1,60,2,1,1,6,acept,not furnished,714,"1,480",55,19,"2,268"
1,50,1,1,1,-,not acept,not furnished,0,900,21,14,935
0,398,5,6,0,2,acept,not furnished,"3,500","8,500",700,108,"12,810"
1,90,2,2,2,8,acept,not furnished,965,"4,500",36,58,"5,559"
1,106,3,3,1,2,acept,not furnished,970,"2,500",350,32,"3,852"
1,22,1,1,0,6,not acept,furnished,380,"6,000",9,77,"6,466"
1,167,3,3,4,10,acept,not furnished,"1,814","5,500",807,70,"8,191"
1,250,3,3,2,3,acept,not furnished,"1,900","9,500",500,121,"12,020"
1,246,4,4,4,4,not acept,not furnished,"4,000","12,000","1,667",153,"17,820"
1,40,1,1,0,-,not acept,not furnished,0,"1,094",0,17,"1,111"
1,76,2,2,1,1,acept,furnished,850,"3,000",42,39,"3,931"
1,202,4,3,4,5,acept,not furnished,"4,308","12,000","1,896",153,"18,360"
1,60,2,1,1,1,acept,furnished,568,"3,205",Incluso,11,"3,784"
1,65,2,2,2,2,acept,furnished,600,"3,000",80,39,"3,719"
1,142,3,4,3,2,acept,not furnished,"1,305","5,000",414,64,"6,783"
1,200,3,4,2,10,acept,not furnished,"1,300","7,000",459,89,"8,848"
0,60,2,3,0,1,not acept,furnished,938,"1,940",0,25,"2,903"
1,58,2,2,1,3,acept,not furnished,200,"2,200",130,28,"2,558"
1,80,2,1,0,4,acept,not furnished,550,"3,000",0,39,"3,589"
1,201,4,3,2,7,acept,not furnished,"2,800","6,999",643,89,"10,530"
1,94,3,2,2,3,acept,not furnished,"1,000","2,000",42,26,"3,068"
1,410,5,7,3,-,acept,furnished,0,"12,000",750,181,"12,930"
0,87,4,2,2,4,acept,not furnished,784,"1,600",106,21,"2,511"
1,190,3,2,1,3,acept,not furnished,"1,600","4,000",100,51,"5,751"
1,45,1,1,0,3,acept,furnished,330,"3,000",59,39,"3,428"
1,254,3,5,4,18,acept,not furnished,"2,000","10,000",990,127,"13,120"
1,145,4,4,3,15,acept,not furnished,"2,185","7,300",505,93,"10,080"
1,82,3,2,2,19,not acept,not furnished,470,"1,994",0,26,"2,490"
1,360,4,5,2,4,acept,not furnished,"2,600","15,000","1,167",191,"18,960"
1,25,1,1,0,1,not acept,not furnished,0,"1,200",35,16,"1,251"
0,145,3,2,2,6,not acept,not furnished,932,"2,200",226,28,"3,386"
1,95,2,3,2,14,acept,furnished,"1,100","5,825",375,24,"7,324"
1,60,2,2,2,20,acept,not furnished,450,"2,872",261,20,"3,603"
0,37,1,1,1,7,not acept,not furnished,415,825,33,11,"1,284"
1,50,2,1,1,3,acept,furnished,372,"1,600",0,21,"1,993"
1,100,2,1,1,-,not acept,not furnished,0,"1,450",0,22,"1,472"
1,167,3,2,1,7,acept,not furnished,"1,787","10,850",532,138,"13,310"
1,240,4,4,1,-,acept,not furnished,0,"9,000",696,136,"9,832"
1,20,1,1,0,3,not acept,not furnished,224,"1,530",0,20,"1,774"
1,160,3,3,2,-,acept,not furnished,0,"5,500",209,83,"5,792"
1,100,1,2,2,3,not acept,not furnished,"1,690","5,000",309,64,"7,063"
1,63,2,2,2,10,not acept,furnished,783,"2,000",24,26,"2,833"
1,73,2,2,1,14,acept,not furnished,700,"1,350",150,18,"2,218"
1,67,2,1,1,3,not acept,not furnished,722,"2,600",198,33,"3,553"
1,134,2,2,1,7,not acept,furnished,"1,493","3,400",239,44,"5,176"
1,150,2,2,1,-,acept,not furnished,0,"2,954",1,45,"3,000"
1,300,3,5,4,-,acept,not furnished,0,"4,490",334,68,"4,892"
1,197,3,4,3,12,acept,not furnished,"2,000","9,000",834,115,"11,950"
0,53,2,1,1,-,acept,not furnished,284,"2,000",41,26,"2,351"
0,136,3,2,1,6,acept,not furnished,545,"1,274",87,17,"1,923"
0,150,3,4,2,9,acept,not furnished,"1,200","3,400",0,44,"4,644"
1,40,1,1,1,2,acept,not furnished,618,"2,803",192,36,"3,649"
1,300,4,4,5,11,acept,not furnished,"3,150","11,000","1,225",140,"15,520"
1,250,4,3,4,-,acept,not furnished,0,"7,200",434,109,"7,743"
1,80,2,1,0,1,acept,furnished,500,"3,000",0,39,"3,539"
1,109,1,1,2,5,not acept,furnished,"1,750","11,500",479,146,"13,880"
0,47,1,1,0,3,not acept,not furnished,450,530,10,7,997
0,72,3,3,1,10,not acept,not furnished,690,"1,700",113,22,"2,525"
1,35,1,1,0,-,not acept,not furnished,0,"1,900",101,29,"2,030"
1,200,4,2,1,-,not acept,not furnished,0,"2,500",334,38,"2,872"
1,20,1,1,0,-,not acept,not furnished,Sem info,790,0,11,801
1,49,2,1,1,15,acept,not furnished,487,"1,300",17,17,"1,821"
1,213,2,2,3,-,acept,not furnished,0,"5,150",0,78,"5,228"
1,110,3,3,1,10,acept,furnished,"1,280","4,800",138,61,"6,279"
1,40,1,1,0,-,not acept,not furnished,0,870,0,14,884
1,38,1,1,0,1,acept,not furnished,370,"1,350",0,18,"1,738"
1,40,1,1,1,10,acept,furnished,978,"2,829",0,33,"3,840"
1,188,3,3,3,4,acept,furnished,"1,800","8,000",841,102,"10,740"
1,90,1,1,1,13,acept,not furnished,"1,100","2,107",0,9,"3,216"
0,415,4,4,6,1,acept,not furnished,"3,900","9,500",880,121,"14,400"
1,500,3,2,8,-,acept,not furnished,0,"4,000",632,61,"4,693"
0,135,3,2,1,7,acept,furnished,980,"3,100",180,40,"4,300"
1,130,2,2,2,-,acept,not furnished,0,"2,500",608,38,"3,146"
1,90,1,2,2,9,acept,furnished,998,"2,900",220,37,"4,155"
1,79,1,2,2,25,not acept,furnished,800,"5,500",199,70,"6,569"
1,160,3,3,0,-,not acept,not furnished,Sem info,"5,000",500,76,"5,576"
1,130,3,2,2,-,acept,furnished,0,"3,000",0,46,"3,046"
1,256,3,5,4,13,acept,furnished,"3,000","9,000",834,115,"12,950"
1,70,2,1,1,7,not acept,not furnished,465,"1,433",0,6,"1,904"
1,220,4,2,2,3,not acept,not furnished,"2,560","8,000",650,102,"11,310"
1,35,1,1,0,1,not acept,not furnished,250,"1,305",0,17,"1,572"
1,73,3,2,2,1,acept,not furnished,760,"2,500",283,32,"3,575"
1,180,3,3,1,14,acept,not furnished,"1,680","5,000",192,64,"6,936"
1,45,1,1,1,3,acept,furnished,900,"2,450",158,32,"3,540"
1,260,2,2,2,-,not acept,not furnished,0,"3,800",567,58,"4,425"
1,44,1,1,0,1,acept,not furnished,100,"1,400",0,18,"1,518"
1,60,2,2,1,11,not acept,furnished,700,"3,500",160,45,"4,405"
1,101,3,3,2,16,acept,furnished,"1,250","7,500",292,29,"9,071"
1,28,1,1,0,-,not acept,furnished,Incluso,"1,650",0,21,"1,671"
1,38,1,1,1,16,acept,furnished,473,"2,500",0,12,"2,985"
0,103,3,2,1,9,not acept,not furnished,885,"1,800",113,23,"2,821"
1,126,4,3,2,4,not acept,not furnished,"1,500","4,500",417,58,"6,475"
1,70,3,2,1,7,acept,not furnished,800,"2,800",67,36,"3,703"
1,60,1,2,0,-,acept,not furnished,0,"1,062",1,16,"1,079"
0,80,3,1,1,1,acept,not furnished,357,"1,250",51,16,"1,674"
1,97,3,2,2,2,not acept,not furnished,600,"2,600",253,33,"3,486"
1,287,3,4,4,-,acept,furnished,0,"9,000",430,136,"9,566"
1,300,4,2,4,27,acept,not furnished,"2,600","10,000",834,127,"13,560"
1,470,4,5,4,-,acept,furnished,0,"10,200","2,375",154,"12,730"
1,70,2,1,0,-,acept,not furnished,0,"3,000",0,46,"3,046"
1,320,3,5,0,10,not acept,not furnished,"4,778","6,000","2,417",77,"13,270"
1,50,1,1,1,4,acept,furnished,500,"3,223",100,41,"3,864"
0,70,2,1,0,2,acept,not furnished,470,700,39,9,"1,218"
1,380,4,7,7,15,acept,not furnished,"6,000","15,000","2,500",191,"23,690"
1,170,3,3,3,8,acept,furnished,"1,570","2,800",648,36,"5,054"
1,55,2,1,1,11,acept,furnished,408,"1,700",35,22,"2,165"
1,100,2,1,1,-,acept,not furnished,Incluso,"3,800",270,58,"4,128"
1,160,3,3,2,8,acept,not furnished,"1,100","4,075",331,19,"5,525"
1,240,4,5,4,2,acept,furnished,"3,000","7,000","1,396",89,"11,490"
1,180,4,4,4,68,acept,not furnished,"1,700","7,000",450,89,"9,239"
1,150,2,3,1,25,acept,furnished,"1,700","7,600",206,97,"9,603"
1,49,2,1,1,13,acept,not furnished,508,"1,606",97,6,"2,217"
1,125,3,3,1,6,acept,furnished,"1,600","5,500",247,70,"7,417"
1,59,2,1,1,9,acept,not furnished,801,"1,300",0,17,"2,118"
1,145,3,3,1,5,acept,furnished,"2,860","6,600",555,84,"10,100"
1,70,1,1,0,-,not acept,not furnished,0,"1,086",163,17,"1,266"
1,217,4,4,3,3,acept,furnished,"4,180","5,000","1,550",64,"10,790"
1,178,3,4,4,6,acept,furnished,"2,700","10,200",667,130,"13,700"
1,95,3,2,1,7,acept,not furnished,850,"2,300",0,30,"3,180"
1,102,3,3,2,9,acept,not furnished,"1,305","3,762",Incluso,27,"5,094"
1,80,2,2,1,-,not acept,not furnished,0,"2,188",0,10,"2,198"
1,212,3,3,2,17,acept,not furnished,"1,709","5,750",727,73,"8,259"
1,34,1,1,1,15,not acept,furnished,550,"2,900",46,13,"3,509"
1,300,4,4,4,3,acept,not furnished,"3,000","6,700","1,420",85,"11,210"
1,220,3,4,3,12,acept,furnished,"3,120","8,000","1,034",102,"12,260"
1,54,1,1,0,8,acept,furnished,500,"3,949",0,51,"4,500"
1,65,2,1,1,12,acept,furnished,740,"1,700",34,22,"2,496"
1,45,1,1,0,-,acept,not furnished,Sem info,"1,500",76,23,"1,599"
1,26,1,1,1,3,acept,furnished,402,"1,396",0,18,"1,816"
1,52,2,2,1,4,not acept,not furnished,410,"1,499",111,19,"2,039"
1,32,1,1,0,9,acept,not furnished,255,"1,300",19,17,"1,591"
1,130,2,1,0,1,acept,not furnished,650,"2,150",9,28,"2,837"
1,23,1,1,0,23,acept,not furnished,382,"2,100",40,27,"2,549"
1,200,3,2,3,-,acept,not furnished,0,"2,900",334,44,"3,278"
1,157,3,2,0,7,acept,not furnished,"1,325","4,500",347,58,"6,230"
1,130,3,2,1,2,not acept,not furnished,"1,100","4,500",384,58,"6,042"
1,82,2,2,0,3,not acept,not furnished,650,"1,400",4,18,"2,072"
1,100,1,1,0,-,acept,furnished,0,"2,720",138,41,"2,899"
1,845,5,9,6,-,acept,furnished,0,"8,499","1,000",128,"9,627"
1,70,2,2,1,2,acept,not furnished,150,"2,200",102,28,"2,480"
1,100,2,3,1,11,acept,furnished,752,"9,800",265,125,"10,940"
1,110,2,1,0,8,acept,not furnished,"1,100","1,500",84,20,"2,704"
0,46,1,1,1,10,acept,not furnished,550,580,43,8,"1,181"
1,250,3,4,2,-,acept,not furnished,0,"6,000",75,91,"6,166"
1,27,1,1,1,6,acept,not furnished,370,"1,247",0,9,"1,626"
1,140,3,3,1,2,acept,furnished,"1,100","3,000",59,39,"4,198"
1,77,2,1,1,5,acept,not furnished,"1,148","3,100",464,40,"4,752"
1,550,4,5,5,-,acept,not furnished,0,"5,000",875,76,"5,951"
1,50,2,1,1,8,acept,not furnished,530,"1,700",73,22,"2,325"
1,42,1,1,1,17,not acept,furnished,"1,352","1,900",150,25,"3,427"
1,420,5,6,3,13,acept,not furnished,"3,500","10,000","1,667",127,"15,290"
1,203,3,3,4,3,acept,not furnished,"1,900","7,000","1,225",89,"10,210"
1,180,2,2,2,-,acept,furnished,0,"3,084",167,47,"3,298"
