city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,220,3,3,2,11,acept,not furnished,"4,500","9,000",584,115,"14,200"
1,270,3,4,3,10,acept,not furnished,"3,809","9,500","1,792",121,"15,220"
1,280,4,4,2,5,acept,not furnished,"4,200","4,000","1,042",51,"9,293"
1,200,3,4,3,1,acept,not furnished,"3,500","8,500","1,250",108,"13,360"
1,230,4,5,0,-,acept,furnished,0,"7,600",300,115,"8,015"
0,47,1,1,1,18,acept,furnished,582,"2,700",135,35,"3,452"
1,250,3,3,2,7,acept,furnished,"2,750","5,500",792,70,"9,112"
1,400,4,5,4,8,acept,furnished,"3,884","8,700","1,671",111,"14,370"
1,220,3,4,2,7,acept,not furnished,"2,000","3,900",750,50,"6,700"
1,249,3,3,3,-,acept,not furnished,0,"9,000",834,136,"9,970"
0,227,3,3,4,-,acept,not furnished,0,"3,200",290,49,"3,539"
1,33,1,1,1,5,not acept,furnished,"1,750","1,000",100,13,"2,863"
1,22,1,1,0,-,not acept,not furnished,0,976,0,15,991
0,97,1,1,0,12,acept,not furnished,468,750,61,10,"1,289"
1,61,1,1,0,9,not acept,not furnished,394,"1,600",0,21,"2,015"
1,400,3,6,6,-,acept,furnished,0,"6,500",375,98,"6,973"
1,280,4,3,3,-,acept,not furnished,"1,300","8,500","1,084",128,"11,010"
0,60,1,1,2,-,acept,not furnished,0,"1,660",50,25,"1,735"
1,55,2,1,1,-,acept,not furnished,550,"1,250",0,16,"1,816"
0,100,3,2,8,-,acept,not furnished,0,"2,000",82,31,"2,113"
1,64,2,2,1,11,acept,not furnished,854,"2,169",0,15,"3,038"
1,70,2,2,0,24,not acept,furnished,800,"4,000",50,51,"4,901"
1,250,2,2,1,-,acept,not furnished,Sem info,"4,800",534,73,"5,407"
1,40,1,1,1,8,not acept,furnished,"1,800","4,800",350,61,"7,011"
1,73,2,2,1,13,acept,not furnished,700,"1,250",150,16,"2,116"
1,140,3,2,2,23,not acept,furnished,900,"5,000",142,64,"6,106"
1,37,1,1,0,-,not acept,not furnished,0,900,75,14,989
1,26,1,1,0,11,acept,furnished,284,"2,350",54,18,"2,706"
1,84,2,2,2,20,not acept,furnished,"1,250","9,600",217,122,"11,190"
1,32,1,1,1,4,acept,not furnished,550,"2,800",44,36,"3,430"
1,200,6,4,2,-,acept,not furnished,0,"5,600","4,710",85,"10,400"
1,187,3,4,3,14,acept,not furnished,"1,700","14,000","1,209",178,"17,090"
1,45,1,1,1,13,acept,not furnished,606,"2,500",15,32,"3,153"
0,100,3,2,3,-,acept,not furnished,0,"2,200",0,34,"2,234"
1,130,3,2,3,-,acept,not furnished,139,"1,850",115,28,"2,132"
0,75,2,1,2,1,acept,not furnished,235,"1,400",25,18,"1,678"
1,123,3,2,2,7,not acept,not furnished,"1,000","2,450",250,32,"3,732"
0,100,3,2,2,1,acept,furnished,700,"2,200",105,28,"3,033"
1,500,3,4,7,-,not acept,not furnished,0,"9,300","1,060",140,"10,500"
1,118,3,2,1,4,acept,furnished,"1,800","6,000",22,77,"7,899"
1,600,4,3,4,2,acept,not furnished,1,"6,400",0,82,"6,483"
1,80,2,1,1,19,not acept,not furnished,726,"2,200",158,28,"3,112"
1,167,3,3,2,-,acept,not furnished,0,"3,700",311,56,"4,067"
1,600,4,4,4,-,acept,not furnished,0,"6,800","1,000",103,"7,903"
1,74,2,1,0,2,not acept,not furnished,1,"2,500",1,32,"2,534"
1,380,5,7,4,21,acept,not furnished,"3,200","6,000","2,084",77,"11,360"
1,100,2,1,0,-,not acept,not furnished,Sem info,"5,000",125,76,"5,201"
1,150,5,5,4,3,not acept,furnished,"1,800","3,700",917,47,"6,464"
1,65,2,1,1,8,acept,furnished,600,"1,700",92,22,"2,414"
1,35,1,1,0,1,acept,not furnished,0,950,30,13,993
1,330,4,6,3,7,acept,not furnished,"5,457","15,000","2,475",191,"23,120"
1,100,2,2,1,-,acept,not furnished,0,"2,200",201,34,"2,435"
1,156,3,4,3,8,acept,not furnished,"1,600","4,200",305,54,"6,159"
1,80,3,2,2,-,acept,not furnished,0,"7,000",167,106,"7,273"
1,50,2,2,1,9,acept,not furnished,390,"1,800",0,23,"2,213"
1,40,1,1,1,8,acept,not furnished,632,"1,630",18,21,"2,301"
1,142,3,4,3,2,acept,not furnished,"1,400","5,100",691,65,"7,256"
1,110,3,2,3,7,acept,not furnished,"1,631","2,100",542,27,"4,300"
1,70,2,2,1,1,acept,not furnished,280,"1,000",138,13,"1,431"
1,76,2,2,2,3,acept,furnished,900,"4,500",0,58,"5,458"
1,59,2,1,1,3,not acept,not furnished,270,"1,400",417,18,"2,105"
1,100,3,2,0,7,acept,not furnished,750,"2,020",132,26,"2,928"
0,88,3,2,2,1,acept,furnished,900,"1,950",104,25,"2,979"
1,37,1,1,1,1,not acept,furnished,604,"2,600",252,33,"3,489"
1,54,2,1,1,1,acept,not furnished,280,"2,597",0,33,"2,910"
1,244,3,3,4,16,acept,not furnished,"3,000","9,000",984,115,"13,100"
1,158,3,3,2,1,acept,furnished,"2,063","10,900",706,139,"13,810"
1,65,2,2,2,18,acept,furnished,800,"4,450",0,18,"5,268"
1,100,3,2,1,5,not acept,not furnished,"1,221","1,200",38,16,"2,475"
1,42,1,1,1,9,acept,furnished,768,"3,696",17,47,"4,528"
1,60,2,2,1,21,acept,furnished,"1,600","5,550",142,71,"7,363"
1,164,4,4,3,22,acept,furnished,"1,600","6,205",434,79,"8,318"
1,220,3,2,2,4,acept,not furnished,"3,100","6,400",700,82,"10,280"
1,83,1,1,1,15,not acept,furnished,"4,000","6,000",255,77,"10,330"
1,41,1,1,0,-,acept,not furnished,250,"1,180",0,15,"1,445"
1,213,3,4,0,13,acept,furnished,"1,885","4,500",750,58,"7,193"
1,43,1,1,0,7,acept,not furnished,460,"2,000",8,26,"2,494"
1,123,2,1,0,3,acept,not furnished,"1,909","2,850",336,37,"5,132"
1,750,4,7,7,-,acept,furnished,0,"15,000","3,084",226,"18,310"
1,180,2,2,0,2,not acept,not furnished,0,"2,850",0,37,"2,887"
1,33,1,1,0,18,acept,furnished,350,"1,300",21,17,"1,688"
1,75,3,1,1,-,acept,not furnished,0,"2,450",0,37,"2,487"
1,64,1,1,1,10,acept,furnished,650,"3,700",58,47,"4,455"
1,500,4,6,3,-,acept,not furnished,"6,466","7,300","2,536",110,"16,410"
1,440,3,4,2,20,acept,not furnished,"4,578","12,750","1,356",162,"18,850"
1,220,2,4,3,26,not acept,not furnished,"2,000","12,960",834,165,"15,960"
1,44,1,1,1,6,not acept,not furnished,571,"2,000",130,26,"2,727"
1,530,5,6,4,2,acept,furnished,"8,300","15,000","5,000",191,"28,490"
1,103,2,3,2,17,acept,furnished,"7,000","9,000",500,115,"16,620"
1,22,1,1,0,25,acept,not furnished,472,"2,200",55,28,"2,755"
1,400,3,4,4,-,acept,not furnished,0,"12,000","1,667",181,"13,850"
1,56,1,1,0,9,acept,not furnished,390,"1,300",37,17,"1,744"
1,39,1,1,0,2,not acept,not furnished,364,"2,100",60,27,"2,551"
1,220,4,4,0,5,acept,furnished,"4,500","9,500","1,250",121,"15,370"
1,35,1,1,1,-,not acept,not furnished,60,"1,249",0,8,"1,317"
1,80,2,2,5,-,acept,not furnished,0,"3,000",59,46,"3,105"
1,192,3,3,3,16,acept,furnished,"1,790","6,500",630,83,"9,003"
1,33,1,1,0,2,not acept,not furnished,200,"1,350",0,18,"1,568"
1,47,3,1,1,9,acept,not furnished,300,"1,500",0,20,"1,820"
0,83,2,1,8,-,acept,not furnished,0,"4,550",405,69,"5,024"
0,400,4,6,3,-,acept,not furnished,"1,200","8,000","1,009",121,"10,330"
1,350,5,6,6,10,acept,not furnished,"7,000","15,000",417,191,"22,610"
1,40,1,1,0,1,acept,not furnished,240,950,84,13,"1,287"
1,100,2,1,0,7,not acept,not furnished,800,"1,659",0,22,"2,481"
1,363,3,5,4,10,not acept,not furnished,"4,040","3,072","1,112",39,"8,263"
1,235,3,2,1,-,acept,not furnished,0,"6,000",825,91,"6,916"
1,147,4,2,0,8,acept,not furnished,"1,150","2,800",258,36,"4,244"
1,298,4,5,5,10,acept,not furnished,"2,800","3,200","2,649",41,"8,690"
1,145,3,3,2,7,acept,not furnished,"1,400","5,500",0,70,"6,970"
1,268,4,4,0,9,not acept,not furnished,"4,500","6,791","1,405",87,"12,780"
0,73,3,2,2,5,acept,furnished,762,"2,000",204,26,"2,992"
1,49,1,1,0,11,acept,not furnished,443,"4,100",89,52,"4,684"
1,103,3,3,0,6,acept,not furnished,"1,530","6,000",320,77,"7,927"
1,180,3,3,3,-,acept,not furnished,0,"2,400",0,37,"2,437"
1,120,3,1,1,-,acept,not furnished,0,"2,625",0,26,"2,651"
1,180,2,3,3,7,acept,furnished,"3,300","7,600","1,025",54,"11,980"
1,66,1,1,2,1,acept,furnished,800,"2,800",200,36,"3,836"
1,45,2,1,1,9,acept,not furnished,477,"1,950",0,25,"2,452"
1,53,2,1,1,8,acept,furnished,561,"1,890",95,24,"2,570"
1,50,1,1,0,-,acept,not furnished,0,900,18,14,932
1,67,1,1,1,14,acept,furnished,920,"2,600",72,33,"3,625"
1,42,1,1,0,1,acept,not furnished,400,"1,150",27,15,"1,592"
1,90,3,2,2,10,acept,furnished,592,"3,100",83,40,"3,815"
1,174,3,4,3,6,acept,not furnished,"2,200","13,500",814,172,"16,690"
1,240,4,3,3,10,not acept,furnished,"4,976","15,000","1,813",191,"21,980"
1,255,3,4,2,10,acept,furnished,"2,600","6,000",500,77,"9,177"
1,82,2,1,1,5,acept,not furnished,860,"3,400",0,44,"4,304"
0,139,3,5,3,3,acept,furnished,"1,090","6,700",232,85,"8,107"
1,110,1,3,2,6,acept,not furnished,"1,500","8,000",417,102,"10,020"
0,75,3,2,1,3,acept,not furnished,460,"1,200",75,16,"1,751"
1,84,3,1,1,17,acept,furnished,758,"2,350",50,30,"3,188"
1,160,4,3,2,-,acept,not furnished,0,"3,800",250,58,"4,108"
0,176,3,5,3,3,acept,not furnished,"1,350","5,200",442,66,"7,058"
1,170,3,3,2,9,acept,not furnished,"1,500","4,500",503,58,"6,561"
1,24,1,1,0,3,acept,not furnished,250,"1,500",80,20,"1,850"
1,70,2,1,0,-,acept,not furnished,0,"1,700",255,26,"1,981"
1,107,2,2,1,-,acept,not furnished,400,"2,600",0,33,"3,033"
1,113,3,2,1,4,acept,not furnished,"1,000","3,000",50,39,"4,089"
1,138,3,3,2,-,acept,not furnished,0,"2,700",141,41,"2,882"
1,124,3,2,3,7,acept,not furnished,"1,450","6,600",300,84,"8,434"
0,291,4,3,2,-,acept,not furnished,0,"3,300",208,50,"3,558"
1,117,2,3,3,15,acept,not furnished,"1,500","9,000",560,115,"11,180"
1,450,4,5,4,-,acept,not furnished,0,"6,550","1,086",99,"7,735"
1,530,4,6,4,11,acept,not furnished,"4,310","2,569","2,417",33,"9,329"
1,180,3,3,2,11,acept,not furnished,"1,300","4,000",409,51,"5,760"
0,87,3,1,1,6,acept,not furnished,730,"1,200",64,16,"2,010"
1,96,2,2,2,25,not acept,furnished,"1,200","9,000",0,115,"10,320"
1,120,3,4,1,10,acept,not furnished,"1,600","3,433",265,10,"5,308"
1,63,2,2,1,11,not acept,not furnished,453,"2,800",149,36,"3,438"
1,126,2,3,1,9,acept,furnished,"2,000","10,000",317,127,"12,440"
1,140,3,3,1,15,acept,not furnished,"1,533","6,000",370,77,"7,980"
1,100,2,3,2,2,acept,not furnished,"1,320","5,500",478,70,"7,368"
0,94,2,2,2,3,acept,not furnished,890,"4,000",165,51,"5,106"
1,174,3,4,3,15,not acept,not furnished,"2,500","10,400",817,132,"13,850"
1,100,3,2,2,-,acept,furnished,550,"3,570",63,54,"4,237"
1,69,2,2,2,5,acept,not furnished,853,"1,900",210,25,"2,988"
1,29,1,1,0,18,acept,not furnished,298,"2,300",25,30,"2,653"
1,180,3,3,1,3,acept,not furnished,"2,200","3,100",300,22,"5,622"
1,300,2,3,2,-,acept,not furnished,0,"4,900",292,74,"5,266"
0,110,3,3,2,-,acept,not furnished,560,"3,200",88,49,"3,897"
1,230,4,3,3,3,acept,not furnished,"2,500","7,900",0,101,"10,500"
1,94,2,1,0,3,acept,not furnished,200,"1,200",0,16,"1,416"
1,136,3,3,3,15,acept,furnished,"1,450","7,900",490,101,"9,941"
1,65,3,2,1,2,acept,not furnished,512,"1,960",135,25,"2,632"
1,98,3,2,0,-,acept,not furnished,580,"1,628",61,21,"2,290"
0,560,7,7,8,-,acept,not furnished,Sem info,"9,000",911,136,"10,050"
1,136,3,2,1,10,not acept,furnished,"1,300","6,500",267,47,"8,114"
1,80,2,1,0,1,not acept,not furnished,0,"1,200",0,16,"1,216"
1,110,3,3,1,11,acept,furnished,"1,375","3,000",191,39,"4,605"
1,48,1,1,1,8,not acept,not furnished,415,"2,000",0,8,"2,423"
1,450,5,4,3,-,acept,not furnished,0,"12,000","1,201",181,"13,380"
1,250,4,5,4,2,acept,furnished,"2,900","15,000","1,000",191,"19,090"
1,500,4,5,4,-,not acept,furnished,0,"12,750","2,087",192,"15,030"
0,89,3,2,1,7,acept,not furnished,860,"1,800",70,23,"2,753"
1,400,5,3,6,-,acept,not furnished,0,"13,950","1,880",210,"16,040"
1,90,3,2,2,1,acept,not furnished,"1,800","2,730",334,35,"4,899"
1,47,2,2,2,6,acept,furnished,520,"2,611",24,34,"3,189"
1,40,1,1,1,13,acept,not furnished,"1,840","2,990",409,38,"5,277"
0,175,3,2,0,-,not acept,not furnished,0,"2,000",0,31,"2,031"
1,80,2,2,2,4,acept,not furnished,850,"2,450",250,32,"3,582"
0,63,2,1,1,1,not acept,not furnished,470,"1,300",38,17,"1,825"
1,40,1,1,0,16,acept,not furnished,580,"1,105",0,14,"1,699"
1,35,1,1,0,1,not acept,not furnished,250,"1,305",0,17,"1,572"
1,390,3,3,2,-,acept,not furnished,0,"7,680",600,116,"8,396"
1,40,1,1,0,1,not acept,not furnished,600,"1,300",0,17,"1,917"
1,135,3,3,2,14,acept,furnished,946,"2,690",361,35,"4,032"
1,37,1,1,0,12,not acept,not furnished,346,"2,900",69,37,"3,352"
1,60,2,2,1,22,not acept,furnished,550,"4,000",0,51,"4,601"
1,380,4,2,4,-,acept,not furnished,0,"4,600",700,70,"5,370"
0,55,1,1,1,3,not acept,not furnished,260,"1,100",30,14,"1,404"
1,140,3,3,2,-,acept,furnished,0,"4,900",25,74,"4,999"
1,171,3,2,1,13,acept,not furnished,"1,200","2,500",300,32,"4,032"
1,45,1,1,1,12,not acept,not furnished,"1,088","2,860",0,13,"3,961"
1,300,3,2,4,-,acept,not furnished,0,"2,700",250,41,"2,991"
0,430,4,5,5,-,acept,not furnished,Incluso,"13,000",474,196,"13,670"
1,217,3,4,3,1,acept,not furnished,"2,884","6,500",0,83,"9,467"
1,58,2,1,1,4,not acept,furnished,636,"2,493",80,9,"3,218"
1,45,2,1,0,1,not acept,not furnished,100,"1,270",0,17,"1,387"
1,55,2,1,1,18,acept,not furnished,635,"1,990",80,26,"2,731"
1,200,2,2,6,-,acept,not furnished,0,"4,500",292,68,"4,860"
1,59,2,2,1,3,acept,not furnished,"1,150","2,880",190,13,"4,233"
1,38,1,1,1,12,acept,furnished,580,"2,000",100,26,"2,706"
1,65,2,2,1,14,not acept,not furnished,610,"1,300",3,17,"1,930"
1,170,3,2,1,12,acept,furnished,"1,700","5,500",415,70,"7,685"
0,470,4,4,4,15,acept,not furnished,"3,800","11,000","1,080",140,"16,020"
1,340,4,5,5,12,acept,not furnished,"6,000","10,000","1,250",127,"17,380"
0,60,1,1,0,3,acept,not furnished,250,"1,300",75,17,"1,642"
1,40,2,1,0,11,acept,not furnished,526,"2,500",129,32,"3,187"
1,160,3,3,2,-,acept,not furnished,0,"4,680",212,71,"4,963"
1,20,1,1,0,5,acept,furnished,602,"1,800",130,23,"2,555"
1,45,1,1,0,12,not acept,not furnished,413,"3,400",81,44,"3,938"
1,52,2,1,0,3,acept,not furnished,Incluso,"1,340",0,17,"1,357"
0,276,3,4,3,11,acept,not furnished,"2,590","7,000",594,89,"10,270"
1,30,1,1,0,-,not acept,not furnished,Sem info,850,67,13,930
1,51,2,1,1,16,not acept,not furnished,427,"3,350",121,43,"3,941"
1,230,4,6,4,12,acept,not furnished,"2,850","3,500","2,658",45,"9,053"
1,50,1,1,1,13,acept,not furnished,650,"2,300",4,30,"2,984"
1,380,4,6,4,7,acept,not furnished,"3,570","4,900","1,193",63,"9,726"
1,120,3,1,4,-,acept,not furnished,0,"3,500",260,53,"3,813"
1,300,4,3,2,-,acept,furnished,0,"15,000","1,040",226,"16,270"
1,198,3,2,2,8,acept,not furnished,"1,400","3,250",334,42,"5,026"
1,98,2,2,0,8,acept,not furnished,600,"4,500",0,58,"5,158"
0,50,1,1,0,3,acept,not furnished,284,650,14,9,957
1,62,2,2,1,8,acept,not furnished,841,"3,600",159,46,"4,646"
1,50,2,2,1,4,acept,furnished,"1,402","3,115",215,9,"4,741"
1,190,3,2,1,-,acept,furnished,Sem info,"4,500",84,68,"4,652"
1,80,3,3,0,1,not acept,not furnished,"1,180","2,800",0,36,"4,016"
1,235,4,4,4,5,acept,furnished,"3,330","14,900","1,417",189,"19,840"
1,305,3,3,3,8,acept,not furnished,"3,100","5,500","2,167",70,"10,840"
1,42,1,1,0,6,acept,not furnished,"1,290","1,650",184,21,"3,145"
1,120,2,2,2,-,acept,not furnished,0,"2,690",226,41,"2,957"
1,80,3,3,2,-,not acept,furnished,Sem info,"5,000",42,76,"5,118"
1,300,4,3,3,20,acept,not furnished,"2,800","12,000","1,223",153,"16,180"
1,106,3,2,2,6,acept,not furnished,"1,400","6,900",275,88,"8,663"
1,54,1,1,1,2,acept,furnished,780,"4,300",125,55,"5,260"
1,120,2,3,0,-,acept,not furnished,Sem info,"7,000",450,106,"7,556"
1,78,3,3,2,10,acept,not furnished,639,"2,800",117,36,"3,592"
1,70,2,1,0,24,not acept,furnished,450,"3,200",50,41,"3,741"
1,65,3,2,1,2,acept,not furnished,512,"1,840",135,24,"2,511"
1,40,1,1,0,9,acept,not furnished,299,"1,450",30,19,"1,798"
1,277,2,3,4,19,acept,not furnished,"5,295","13,000","1,550",165,"20,010"
1,50,2,1,1,12,acept,not furnished,951,"3,700",88,47,"4,786"
1,284,3,2,2,9,acept,furnished,"2,300","6,600",584,84,"9,568"
1,34,1,1,0,12,acept,furnished,370,"2,600",74,33,"3,077"
1,42,1,1,1,9,acept,not furnished,600,"3,600",125,46,"4,371"
1,260,3,4,2,-,acept,not furnished,0,"7,609",876,115,"8,600"
0,440,4,4,4,-,not acept,not furnished,0,"4,000",417,61,"4,478"
1,150,3,2,0,3,acept,not furnished,715,"1,700",210,22,"2,647"
1,198,4,4,3,10,acept,not furnished,"1,750","4,092","1,312",52,"7,206"
0,55,1,1,1,-,acept,furnished,0,"1,100",80,14,"1,194"
0,43,1,1,1,3,acept,furnished,730,"1,900",62,25,"2,717"
1,90,2,2,2,16,not acept,furnished,867,"4,800",203,61,"5,931"
1,600,5,7,5,-,acept,not furnished,0,"5,200",155,79,"5,434"
1,311,4,4,4,7,acept,furnished,"2,100","15,000",0,191,"17,290"
1,57,2,1,1,24,acept,furnished,540,"3,500",135,45,"4,220"
1,92,3,2,2,-,not acept,not furnished,150,"2,200",198,34,"2,582"
1,125,3,3,2,1,not acept,not furnished,"1,367","2,999",498,38,"4,902"
1,200,4,2,2,-,acept,not furnished,0,"6,000",250,91,"6,341"
1,129,3,2,2,9,acept,not furnished,880,"2,250",156,29,"3,315"
1,210,3,4,4,13,acept,not furnished,"3,125","12,000","1,385",153,"16,660"
1,310,3,3,2,-,not acept,not furnished,0,"10,400",0,157,"10,560"
1,260,4,4,4,-,acept,not furnished,0,"4,500",0,68,"4,568"
1,500,3,3,7,-,acept,not furnished,0,"5,500",84,83,"5,667"
1,56,2,2,1,7,acept,furnished,600,"3,500",0,45,"4,145"
1,100,3,2,2,10,not acept,not furnished,"2,152","3,500",227,45,"5,924"
1,140,2,3,2,13,acept,not furnished,"1,700","6,750",365,86,"8,901"
1,168,3,4,2,9,acept,not furnished,"1,800","5,500",65,70,"7,435"
1,146,3,3,3,11,not acept,not furnished,"1,655","7,000",442,89,"9,186"
0,100,2,2,2,5,not acept,furnished,"1,027","3,300",128,42,"4,497"
1,61,2,1,1,1,acept,not furnished,609,"1,220",0,16,"1,845"
1,90,2,1,1,1,acept,not furnished,800,"1,600",84,21,"2,505"
1,40,1,1,1,8,not acept,not furnished,440,"2,800",100,36,"3,376"
1,218,4,4,2,1,acept,not furnished,"2,250","5,500",692,70,"8,512"
1,42,1,1,1,7,acept,furnished,530,"3,000",35,39,"3,604"
1,75,3,3,0,12,acept,not furnished,650,"2,660",10,34,"3,354"
1,54,2,2,1,12,acept,not furnished,700,"1,750",3,23,"2,476"
0,75,3,1,1,7,not acept,not furnished,480,"1,093",59,14,"1,646"
1,114,2,2,2,15,acept,furnished,"1,200","4,998",0,64,"6,262"
1,36,1,1,0,6,acept,not furnished,423,"2,680",47,34,"3,184"
1,105,3,2,2,2,acept,not furnished,"1,320","6,500",275,83,"8,178"
0,55,1,1,1,10,acept,not furnished,550,720,80,10,"1,360"
0,75,2,1,1,11,acept,not furnished,670,"1,100",80,14,"1,864"
1,125,3,2,2,-,acept,not furnished,0,"1,800",5,28,"1,833"
1,111,2,2,2,8,acept,not furnished,"1,600","7,750",472,99,"9,921"
1,250,3,3,3,13,acept,not furnished,"2,800","5,850",0,75,"8,725"
1,60,2,1,0,6,acept,furnished,450,"1,524",0,5,"1,979"
1,33,1,1,1,8,acept,furnished,659,"1,684",99,7,"2,449"
1,100,3,2,1,15,acept,furnished,870,"1,800",178,23,"2,871"
1,200,3,4,2,-,acept,not furnished,0,"3,250",292,49,"3,591"
0,144,3,2,3,-,acept,not furnished,890,"4,000",138,61,"5,089"
0,44,2,1,1,4,acept,furnished,310,"1,800",34,23,"2,167"
1,174,3,3,2,-,acept,not furnished,20,"4,300",183,39,"4,542"
1,16,1,1,0,2,acept,not furnished,0,"2,700",5,35,"2,740"
0,92,3,3,2,11,acept,not furnished,780,"1,700",167,22,"2,669"
1,195,4,6,3,12,acept,not furnished,"1,400","8,000",750,102,"10,250"
1,45,1,1,1,1,not acept,furnished,"3,000","5,520",0,70,"8,590"
1,48,2,2,1,-,not acept,not furnished,80,"1,900",0,29,"2,009"
1,140,2,1,2,-,acept,not furnished,0,"5,000",584,76,"5,660"
1,67,1,1,0,-,acept,not furnished,0,"1,300",55,20,"1,375"
1,250,3,2,8,-,acept,not furnished,0,"10,000",0,151,"10,150"
1,717,5,5,8,16,acept,not furnished,"4,300","2,500","5,032",32,"11,860"
1,178,3,2,1,2,not acept,not furnished,"1,200","1,900",180,25,"3,305"
1,220,4,5,3,5,acept,not furnished,"3,000","7,800","1,000",99,"11,900"
1,300,3,6,6,-,not acept,not furnished,0,"5,000","1,000",76,"6,076"
1,120,3,2,2,-,acept,not furnished,0,"3,800",0,58,"3,858"
0,200,5,2,4,-,acept,not furnished,0,"3,200",269,49,"3,518"
1,100,2,1,1,5,acept,furnished,"1,400","3,800",234,49,"5,483"
1,190,3,3,2,10,acept,not furnished,"2,700","4,000",667,51,"7,418"
1,55,2,1,2,4,not acept,not furnished,780,"1,060",142,14,"1,996"
1,55,2,1,1,4,not acept,not furnished,735,"1,621",90,21,"2,467"
1,135,2,3,3,8,acept,furnished,"1,600","4,200",459,54,"6,313"
0,80,3,2,2,17,acept,not furnished,560,"2,500",175,32,"3,267"
0,74,2,2,2,9,acept,furnished,500,"4,920",0,63,"5,483"
1,30,1,1,1,8,not acept,furnished,658,"3,500",123,45,"4,326"
1,136,3,2,1,7,acept,furnished,"1,780","3,500",250,45,"5,575"
1,90,3,2,1,10,acept,not furnished,"1,686","3,190",125,41,"5,042"
1,55,1,1,1,6,acept,not furnished,437,"1,600",0,21,"2,058"
1,75,2,1,0,-,acept,not furnished,0,"1,500",325,23,"1,848"
1,100,2,2,1,-,acept,not furnished,0,"4,800",321,73,"5,194"
1,20,1,1,0,5,not acept,furnished,420,"1,700",54,22,"2,196"
1,100,3,1,0,5,acept,not furnished,900,"1,617",0,7,"2,524"
1,144,2,4,6,-,acept,not furnished,0,"2,196",225,34,"2,455"
1,120,2,3,2,19,acept,furnished,0,"9,920",0,126,"10,050"
1,39,1,1,0,8,acept,furnished,300,"2,000",0,26,"2,326"
1,90,2,2,0,3,not acept,not furnished,180,"1,800",375,23,"2,378"
1,287,4,4,3,-,acept,not furnished,0,"15,000",840,226,"16,070"
1,53,2,2,1,7,acept,not furnished,412,"1,500",117,20,"2,049"
1,30,1,1,1,10,not acept,furnished,"1,700","4,600",0,59,"6,359"
1,150,3,2,1,7,acept,furnished,"1,600","6,000",284,77,"7,961"
1,41,2,1,0,16,acept,not furnished,270,"1,200",0,16,"1,486"
1,115,2,1,1,-,acept,not furnished,0,"1,750",134,27,"1,911"
1,30,1,1,0,-,acept,not furnished,0,820,50,13,883
0,84,2,2,1,18,acept,not furnished,505,"1,854",115,24,"2,498"
1,162,3,2,2,7,acept,furnished,"1,250","8,000",42,102,"9,394"
1,40,1,1,1,10,acept,not furnished,582,"1,430",0,19,"2,031"
1,500,4,4,8,12,acept,furnished,"5,000","15,000","5,200",191,"25,390"
1,370,7,6,8,-,acept,not furnished,0,"10,000","1,875",151,"12,030"
1,85,1,2,0,2,acept,not furnished,575,"2,388",0,10,"2,973"
1,100,2,2,1,-,acept,furnished,Incluso,"3,500",125,53,"3,678"
1,160,4,2,3,-,acept,not furnished,0,"3,450",278,52,"3,780"
1,85,1,2,1,14,acept,not furnished,753,"2,431",93,18,"3,295"
1,52,1,1,1,7,acept,not furnished,470,"2,000",89,26,"2,585"
1,40,1,1,1,-,acept,not furnished,0,900,0,14,914
0,55,1,1,1,5,not acept,not furnished,730,750,80,10,"1,570"
1,320,3,6,2,12,acept,furnished,"2,060","4,900",874,63,"7,897"
1,72,2,2,1,4,acept,not furnished,880,"2,100",27,27,"3,034"
1,90,2,1,1,2,acept,not furnished,"1,000","3,000",50,39,"4,089"
1,200,3,4,1,10,acept,not furnished,"1,600","1,260",550,16,"3,426"
